Date,Open,High,Low,Close,Adj Close,Volume
0,1962-01-02,7.7133331298828125,7.7133331298828125,7.626667022705078,7.626667022705078,1.837709903717041,390000
1,1962-01-03,7.626667022705078,7.693333148956299,7.626667022705078,7.693333148956299,1.853774189949036,292500
2,1962-01-04,7.693333148956299,7.693333148956299,7.613333225250244,7.616666793823242,1.835298776626587,262500
3,1962-01-05,7.606667041778564,7.606667041778564,7.453332901000977,7.466667175292969,1.799155354499817,367500
4,1962-01-08,7.460000038146973,7.460000038146973,7.266666889190674,7.326666831970215,1.765421986579895,547500
5,1962-01-09,7.360000133514404,7.506667137145996,7.360000133514404,7.413332939147949,1.7863034009933472,495000
6,1962-01-10,7.426667213439941,7.460000038146973,7.426667213439941,7.426667213439941,1.78951895236969,300000
7,1962-01-11,7.446667194366455,7.506667137145996,7.446667194366455,7.506667137145996,1.8087931871414185,322500
8,1962-01-12,7.519999980926514,7.573332786560059,7.519999980926514,7.519999980926514,1.8120075464248655,442500
9,1962-01-15,7.546667098999023,7.570000171661377,7.546667098999023,7.553332805633545,1.820038080215454,255000
10,1962-01-16,7.546667098999023,7.546667098999023,7.47333288192749,7.47333288192749,1.8007614612579346,255000
11,1962-01-17,7.440000057220459,7.440000057220459,7.3333330154418945,7.353332996368408,1.7718476057052612,420000
12,1962-01-18,7.373332977294922,7.446667194366455,7.373332977294922,7.373332977294922,1.776666283607483,375000
13,1962-01-19,7.373332977294922,7.3933329582214355,7.293333053588867,7.380000114440918,1.7782717943191528,405000
14,1962-01-22,7.380000114440918,7.453332901000977,7.360000133514404,7.366666793823242,1.7750598192214966,277500
15,1962-01-23,7.363333225250244,7.373332977294922,7.28000020980835,7.293333053588867,1.7573891878128052,375000
16,1962-01-24,7.293333053588867,7.3333330154418945,7.256667137145996,7.3333330154418945,1.7670282125473022,412500
17,1962-01-25,7.3333330154418945,7.3933329582214355,7.239999771118164,7.25333309173584,1.747750997543335,322500
18,1962-01-26,7.25333309173584,7.28000020980835,7.2133331298828125,7.216667175292969,1.7389167547225952,247500
19,1962-01-29,7.216667175292969,7.266666889190674,7.093332767486572,7.093332767486572,1.7091983556747437,585000
20,1962-01-30,7.093332767486572,7.133333206176758,7.00333309173584,7.00333309173584,1.6875118017196655,742500
21,1962-01-31,7.073332786560059,7.2266669273376465,7.073332786560059,7.2266669273376465,1.7413254976272583,765000
22,1962-02-01,7.300000190734863,7.413332939147949,7.300000190734863,7.3933329582214355,1.7814861536026,645000
23,1962-02-02,7.3933329582214355,7.440000057220459,7.360000133514404,7.440000057220459,1.7927316427230835,510000
24,1962-02-05,7.440000057220459,7.440000057220459,7.306666851043701,7.346666812896728,1.7702417373657229,315000
25,1962-02-06,7.346666812896728,7.360000133514404,7.320000171661377,7.353332996368408,1.7720885276794434,262500
26,1962-02-07,7.360000133514404,7.400000095367432,7.360000133514404,7.360000133514404,1.7736955881118774,255000
27,1962-02-08,7.360000133514404,7.400000095367432,7.360000133514404,7.366666793823242,1.7753024101257324,22500
28,1962-02-09,7.366666793823242,7.420000076293945,7.3333330154418945,7.420000076293945,1.788154125213623,435000
29,1962-02-12,7.420000076293945,7.480000019073486,7.413332939147949,7.426667213439941,1.7897611856460571,285000
30,1962-02-13,7.426667213439941,7.433332920074463,7.306666851043701,7.306666851043701,1.7608412504196167,262500
31,1962-02-14,7.306666851043701,7.3333330154418945,7.28000020980835,7.293333053588867,1.7576286792755127,210000
32,1962-02-15,7.293333053588867,7.293333053588867,7.260000228881836,7.266666889190674,1.7512030601501465,232500
33,1962-02-16,7.266666889190674,7.293333053588867,7.260000228881836,7.260000228881836,1.749597191810608,225000
34,1962-02-19,7.260000228881836,7.293333053588867,7.173333168029785,7.186666965484619,1.731922268867493,285000
35,1962-02-20,7.190000057220459,7.2266669273376465,7.190000057220459,7.190000057220459,1.732727289199829,292500
